raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed,verification_status,confidence,matched_title,matched_authors,matched_venue,matched_doi,source_url,source,notes,elapsed_seconds,input_tokens,output_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
"[29] Murphy, R., Ardanuy, P., Deluccia, F.J., Clement, J., Schueler, C.F.: The visible
infrared imaging radiometer suite. In: Earth Science Satellite Remote Sens￾ing: Vol. 1: Science and Instruments, pp. 199-223. Springer, Berlin, Heidelberg
(2006). https://doi.org/10.1007/978-3-540-37293-6 11",book_chapter,The visible infrared imaging radiometer suite,R. Murphy | P. Ardanuy | F.J. Deluccia | J. Clement | C.F. Schueler,2006,,,,199-223,,9783540372936,Earth Science Satellite Remote Sensing: Vol. 1: Science and Instruments,,,,verified,0.98,The Visible Infrared Imaging Radiometer Suite,"Murphy, Ardanuy, Deluccia, Clement, Schueler",Earth Science Satellite Remote Sensing,https://doi.org/10.1007/978-3-540-37293-6_11,,web_search,"Minor discrepancy: citation DOI string ends with `...37293-6 11` (space instead of `_11`), treated as OCR/formatting artifact. Final verdict: verified (with DOI formatting note).",249.67,36237,1209,1,0.008759,0.01,0.018759
"[30] Wulder, M.A., Roy, D.P., Radeloff, V.C., Loveland, T.R., Anderson, M.C., John￾son, D.M., Healey, S., Zhu, Z., Scambos, T.A., Pahlevan, N., et al.: Fifty years
of Landsat science and impacts. Remote Sensing of Environment 280, 113195
(2022) https://doi.org/10.1016/j.rse.2022.113195",journal_article,Fifty years of Landsat science and impacts,M.A. Wulder | D.P. Roy | V.C. Radeloff | T.R. Loveland | M.C. Anderson | D.M. Johnson | S. Healey | Z. Zhu | T.A. Scambos | N. Pahlevan | et al.,2022,Remote Sensing of Environment,280,,113195,,,,,,,verified,0.99,Fifty years of Landsat science and impacts,Michael A. Wulder | David P. Roy | Volker C. Radeloff | Thomas R. Loveland | Martha C. Anderson | David M. Johnson | Sean Healey | Zhe Zhu | Theodore A. Scambos | Nima Pahlevan | Matthew Hansen | Noel Gorelick | Christopher J. Crawford | Jeffrey G. Masek | Txomin Hermosilla | Joanne C. White | Alan S. Belward | Crystal Schaaf | Curtis E. Woodcock | Justin L. Huntington | Leo Lymburner | Patrick Hostert | Feng Gao | Alexei Lyapustin | Jean-Francois Pekel | Peter Strobl | Bruce D. Cook,Remote Sensing of Environment,10.1016/j.rse.2022.113195,https://doi.org/10.1016/j.rse.2022.113195,crossref_title_static,Verified via static CrossRef title search (score: 0.99),47.73,0,0,0,0.0,0.0,0.0
"[31] Benali, A., Carvalho, A., Nunes, J.P., Carvalhais, N., Santos, A.: Estimating
air surface temperature in Portugal using MODIS LST data. Remote sensing of
environment 124, 108-121 (2012) https://doi.org/10.1016/j.rse.2012.04.024",journal_article,Estimating air surface temperature in Portugal using MODIS LST data,A. Benali | A. Carvalho | J.P. Nunes | N. Carvalhais | A. Santos,2012,Remote sensing of environment,124,,108-121,,,,,,,verified,1.0,Estimating air surface temperature in Portugal using MODIS LST data,A. Benali | A.C. Carvalho | J.P. Nunes | N. Carvalhais | A. Santos,Remote Sensing of Environment,10.1016/j.rse.2012.04.024,https://doi.org/10.1016/j.rse.2012.04.024,crossref_title_static,Verified via static CrossRef title search (score: 1.00),47.97,0,0,0,0.0,0.0,0.0
"[32] Lindsey, D.T., Heidinger, A.K., Sullivan, P.C., McCorkel, J., Schmit, T.J.,
Tomlinson, M., Vandermeulen, R., Frost, G.J., Kondragunta, S., Rudlosky, S.:
GeoXO: NOAA’s future geostationary satellite system. Bulletin of the Amer￾ican Meteorological Society 105(3), 660-679 (2024) https://doi.org/10.1175/
BAMS-D-23-0048.1",journal_article,GeoXO: NOAA’s future geostationary satellite system,D.T. Lindsey | A.K. Heidinger | P.C. Sullivan | J. McCorkel | T.J. Schmit | M. Tomlinson | R. Vandermeulen | G.J. Frost | S. Kondragunta | S. Rudlosky,2024,Bulletin of the American Meteorological Society,105,3,660-679,,,,,,,verified,1.0,GeoXO: NOAA’s Future Geostationary Satellite System,Daniel T. Lindsey | Andrew K. Heidinger | Pamela C. Sullivan | Joel McCorkel | Timothy J. Schmit | Michelle Tomlinson | Ryan Vandermeulen | Gregory J. Frost | Shobha Kondragunta | Scott Rudlosky,Bulletin of the American Meteorological Society,10.1175/bams-d-23-0048.1,https://doi.org/10.1175/bams-d-23-0048.1,crossref_title_static,Verified via static CrossRef title search (score: 1.00),48.32,0,0,0,0.0,0.0,0.0
"[33] Ni, Z., Wu, M., Lu, Q., Huo, H., Wu, C., Liu, R., Wang, F., Xu, X.: A Review
of Research on Cloud Detection Methods for Hyperspectral Infrared Radiances.
Remote Sensing 16(24), 4629 (2024) https://doi.org/10.3390/rs16244629",journal_article,A Review of Research on Cloud Detection Methods for Hyperspectral Infrared Radiances,Z. Ni | M. Wu | Q. Lu | H. Huo | C. Wu | R. Liu | F. Wang | X. Xu,2024,Remote Sensing,16,24,4629,,,,,,,verified,1.0,A Review of Research on Cloud Detection Methods for Hyperspectral Infrared Radiances,Zhuoya Ni | Mengdie Wu | Qifeng Lu | Hongyuan Huo | Chunqiang Wu | Ruixia Liu | Fu Wang | Xiaoying Xu,Remote Sensing,10.3390/rs16244629,https://doi.org/10.3390/rs16244629,crossref_title_static,Verified via static CrossRef title search (score: 1.00),49.07,0,0,0,0.0,0.0,0.0
"[34] Prigent, C., Jimenez, C., Aires, F.: Toward “all weather,” long record, and real￾time land surface temperature retrievals from microwave satellite observations.
Journal of Geophysical Research: Atmospheres 121(10), 5699-5717 (2016) https:
//doi.org/10.1002/2015JD024402",journal_article,"Toward “all weather,” long record, and real-time land surface temperature retrievals from microwave satellite observations",C. Prigent | C. Jimenez | F. Aires,2016,Journal of Geophysical Research: Atmospheres,121,10,5699-5717,,,,,,,verified,1.0,"Toward “all weather,” long record, and real‐time land surface temperature retrievals from microwave satellite observations",C. Prigent | C. Jimenez | F. Aires,Journal of Geophysical Research: Atmospheres,10.1002/2015jd024402,https://doi.org/10.1002/2015jd024402,crossref_title_static,Verified via static CrossRef title search (score: 1.00),49.29,0,0,0,0.0,0.0,0.0
"[35] Jones, L.A., Kimball, J.S., McDonald, K.C., Chan, S.T.K., Njoku, E.G., Oechel,
W.C.: Satellite microwave remote sensing of boreal and arctic soil temperatures
from AMSR-E. IEEE Transactions on Geoscience and Remote Sensing 45(7),
2004-2018 (2007) https://doi.org/10.1109/TGRS.2007.898436",journal_article,Satellite microwave remote sensing of boreal and arctic soil temperatures from AMSR-E,L.A. Jones | J.S. Kimball | K.C. McDonald | S.T.K. Chan | E.G. Njoku | W.C. Oechel,2007,IEEE Transactions on Geoscience and Remote Sensing,45,7,2004-2018,,,,,,,verified,1.0,Satellite Microwave Remote Sensing of Boreal and Arctic Soil Temperatures From AMSR-E,L.A. Jones | J.S. Kimball | K.C. McDonald | S.T.K. Chan | E.G. Njoku | W.C. Oechel,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2007.898436,https://doi.org/10.1109/tgrs.2007.898436,crossref_title_static,Verified via static CrossRef title search (score: 1.00),49.65,0,0,0,0.0,0.0,0.0
"[36] Ihlen, V.: Landsat 8 (L8) Data Users Handbook. Technical report, United States
Geological Survey (2019)",book,Landsat 8 (L8) Data Users Handbook,V. Ihlen,2019,,,,,,,,United States Geological Survey,,,verified,0.9,Landsat 8 (L8) Data Users Handbook,Vaughn Ihlen,"U.S. Geological Survey (USGS), Landsat 8 (L8) Data Users Handbook (LSDS-1574, Version 5.0)",,https://d9-wret.s3.us-west-2.amazonaws.com/assets/palladium/production/s3fs-public/atoms/files/LSDS-1574_L8_Data_Users_Handbook-v5.0.pdf,web_search,"The USGS PDF for LSDS-1574 (Version 5.0) is titled “Landsat 8 (L8) Data Users Handbook” and is dated November 2019. It lists “Document Owner: Vaughn Ihlen”. This matches the cited title, author (V. Ihlen), and year (2019).",255.23,30378,835,1,0.007119,0.01,0.017119
"[37] Imran, H., Hossain, A., Islam, A.S., Rahman, A., Bhuiyan, M.A.E., Paul, S.,
Alam, A.: Impact of land cover changes on land surface temperature and human
39
thermal comfort in Dhaka city of Bangladesh. Earth Systems and Environment
5(3), 667-693 (2021) https://doi.org/10.1007/s41748-021-00243-4",journal_article,Impact of land cover changes on land surface temperature and human thermal comfort in Dhaka city of Bangladesh,H. Imran | A. Hossain | A.S. Islam | A. Rahman | M.A.E. Bhuiyan | S. Paul | A. Alam,2021,Earth Systems and Environment,5,3,667-693,,,,,,,verified,1.0,Impact of Land Cover Changes on Land Surface Temperature and Human Thermal Comfort in Dhaka City of Bangladesh,H. M. Imran | Anwar Hossain | A. K. M. Saiful Islam | Ataur Rahman | Md Abul Ehsan Bhuiyan | Supria Paul | Akramul Alam,Earth Systems and Environment,10.1007/s41748-021-00243-4,https://doi.org/10.1007/s41748-021-00243-4,crossref_title_static,Verified via static CrossRef title search (score: 1.00),51.05,0,0,0,0.0,0.0,0.0
"[38] Zhao, J., Zhao, X., Liang, S., Zhou, T., Du, X., Xu, P., Wu, D.: Assessing the
thermal contributions of urban land cover types. Landscape and Urban Planning
204, 103927 (2020) https://doi.org/10.1016/j.landurbplan.2020.103927",journal_article,Assessing the thermal contributions of urban land cover types,J. Zhao | X. Zhao | S. Liang | T. Zhou | X. Du | P. Xu | D. Wu,2020,Landscape and Urban Planning,204,,103927,,,,,,,verified,1.0,Assessing the thermal contributions of urban land cover types,Jiacheng Zhao | Xiang Zhao | Shunlin Liang | Tao Zhou | Xiaozheng Du | Peipei Xu | Donghai Wu,Landscape and Urban Planning,10.1016/j.landurbplan.2020.103927,https://doi.org/10.1016/j.landurbplan.2020.103927,crossref_title_static,Verified via static CrossRef title search (score: 1.00),54.37,0,0,0,0.0,0.0,0.0
"[39] Foga, S., Scaramuzza, P.L., Guo, S., Zhu, Z., Dilley Jr, R.D., Beckmann, T.,
Schmidt, G.L., Dwyer, J.L., Hughes, M.J., Laue, B.: Cloud detection algorithm
comparison and validation for operational Landsat data products. Remote sens￾ing of environment 194, 379-390 (2017) https://doi.org/10.1016/j.rse.2017.03.
026",journal_article,Cloud detection algorithm comparison and validation for operational Landsat data products,S. Foga | P.L. Scaramuzza | S. Guo | Z. Zhu | R.D. Dilley Jr | T. Beckmann | G.L. Schmidt | J.L. Dwyer | M.J. Hughes | B. Laue,2017,Remote Sensing of Environment,194,,379-390,,,,,,,verified,0.98,Cloud detection algorithm comparison and validation for operational Landsat data products,Steve Foga | Pat L. Scaramuzza | Song Guo | Zhe Zhu | Ronald D. Dilley Jr | Tim Beckmann | Gail L. Schmidt | John L. Dwyer | M. Joseph Hughes | Brady Laue,Remote Sensing of Environment,10.1016/j.rse.2017.03.026,https://www.sciencedirect.com/science/article/pii/S0034425717301293?utm_source=openai,web_search,Exact article identified on ScienceDirect (Remote Sensing of Environment). DOI and bibliographic fields match the citation; author suffix “Dilley Jr” is consistent and DOI formatting across line break corresponds to the same DOI.,252.73,26383,971,1,0.00649,0.01,0.01649
"[40] Hart, M.A., Sailor, D.J.: Quantifying the influence of land-use and surface char￾acteristics on spatial variability in the urban heat island. Theoretical and applied
climatology 95(3), 397-406 (2009) https://doi.org/10.1007/s00704-008-0017-5",journal_article,Quantifying the influence of land-use and surface characteristics on spatial variability in the urban heat island,M.A. Hart | D.J. Sailor,2009,Theoretical and Applied Climatology,95,3,397-406,,,,,,,verified,1.0,Quantifying the influence of land-use and surface characteristics on spatial variability in the urban heat island,Melissa A. Hart | David J. Sailor,Theoretical and Applied Climatology,10.1007/s00704-008-0017-5,https://doi.org/10.1007/s00704-008-0017-5,crossref_title_static,Verified via static CrossRef title search (score: 1.00),106.71,0,0,0,0.0,0.0,0.0
"[41] Torres, R., Snoeij, P., Geudtner, D., Bibby, D., Davidson, M., Attema, E., Potin,
P., Rommen, B., Floury, N., Brown, M., et al.: GMES Sentinel-1 mission. Remote
sensing of environment 120, 9-24 (2012) https://doi.org/10.1016/j.rse.2011.05.
028",journal_article,GMES Sentinel-1 mission,R. Torres | P. Snoeij | D. Geudtner | D. Bibby | M. Davidson | E. Attema | P. Potin | B. Rommen | N. Floury | M. Brown | et al.,2012,Remote Sensing of Environment,120,,9-24,,,,,,,verified,0.99,GMES Sentinel-1 mission,Ramon Torres | Paul Snoeij | Dirk Geudtner | David Bibby | Malcolm Davidson | Evert Attema | Pierre Potin | BjÖrn Rommen | Nicolas Floury | Mike Brown | Ignacio Navas Traver | Patrick Deghaye | Berthyl Duesmann | Betlem Rosich | Nuno Miranda | Claudio Bruno | Michelangelo L'Abbate | Renato Croci | Andrea Pietropaolo | Markus Huchler | Friedhelm Rostan,Remote Sensing of Environment,10.1016/j.rse.2011.05.028,https://doi.org/10.1016/j.rse.2011.05.028,crossref_title_static,Verified via static CrossRef title search (score: 0.99),110.09,0,0,0,0.0,0.0,0.0
"[42] ESA: Sentinel-1. SentiWiki Home. Accessed on 6 August 2025 (2025). https:
//sentiwiki.copernicus.eu/web/sentinel-1",web,Sentinel-1,ESA,2025,,,,,,,,,https://sentiwiki.copernicus.eu/web/sentinel-1,,verified,0.86,Sentinel-1,European Space Agency (ESA attribution),SentiWiki,,https://sentiwiki.copernicus.eu/web/sentinel-1,web_search,URL is reachable and the page is titled “Sentinel-1” on SentiWiki; ESA attribution is consistent with European Space Agency copyright on the page. ([sentiwiki.copernicus.eu](https://sentiwiki.copernicus.eu/web/sentinel-1)),253.58,23987,801,0,0.005799,0.0,0.005799
"[43] Koukiou, G.: SAR Features and Techniques for Urban Planning-A Review.
Remote Sensing 16(11), 1923 (2024) https://doi.org/10.3390/rs16111923",journal_article,SAR Features and Techniques for Urban Planning-A Review,G. Koukiou,2024,Remote Sensing,16,11,1923,,,,,,,verified,1.0,SAR Features and Techniques for Urban Planning—A Review,Georgia Koukiou,Remote Sensing,10.3390/rs16111923,https://doi.org/10.3390/rs16111923,crossref_title_static,Verified via static CrossRef title search (score: 1.00),110.49,0,0,0,0.0,0.0,0.0
"[44] Zhang, H., Lin, H., Li, Y., Zhang, Y., Fang, C.: Mapping urban impervious
surface with dual-polarimetric SAR data: An improved method. Landscape and
urban planning 151, 55-63 (2016) https://doi.org/10.1016/j.landurbplan.2016.
03.009",journal_article,Mapping urban impervious surface with dual-polarimetric SAR data: An improved method,H. Zhang | H. Lin | Y. Li | Y. Zhang | C. Fang,2016,Landscape and Urban Planning,151,,55-63,,,,,,,verified,1.0,Mapping urban impervious surface with dual-polarimetric SAR data: An improved method,Hongsheng Zhang | Hui Lin | Yu Li | Yuanzhi Zhang | Chaoyang Fang,Landscape and Urban Planning,10.1016/j.landurbplan.2016.03.009,https://doi.org/10.1016/j.landurbplan.2016.03.009,crossref_title_static,Verified via static CrossRef title search (score: 1.00),110.85,0,0,0,0.0,0.0,0.0
"[45] Sauer, S., Ferro-Famil, L., Reigber, A., Pottier, E.: Three-dimensional imag￾ing and scattering mechanism estimation over urban scenes using dual-baseline
polarimetric InSAR observations at L-band. IEEE Transactions on Geoscience
and Remote Sensing 49(11), 4616-4629 (2011) https://doi.org/10.1109/TGRS.
2011.2147321",journal_article,Three-dimensional imaging and scattering mechanism estimation over urban scenes using dual-baseline polarimetric InSAR observations at L-band,S. Sauer | L. Ferro-Famil | A. Reigber | E. Pottier,2011,IEEE Transactions on Geoscience and Remote Sensing,49,11,4616-4629,,,,,,,verified,1.0,Three-Dimensional Imaging and Scattering Mechanism Estimation Over Urban Scenes Using Dual-Baseline Polarimetric InSAR Observations at L-Band,Stefan Sauer | Laurent Ferro-Famil | Andreas Reigber | Eric Pottier,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2011.2147321,https://doi.org/10.1109/tgrs.2011.2147321,crossref_title_static,Verified via static CrossRef title search (score: 1.00),111.17,0,0,0,0.0,0.0,0.0
"[46] Gaˇsparovi´c, M., Dobrini´c, D.: Comparative assessment of machine learning
methods for urban vegetation mapping using multitemporal sentinel-1 imagery.
Remote Sensing 12(12), 1952 (2020) https://doi.org/10.3390/rs12121952",journal_article,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal sentinel-1 imagery,M. Gaˇsparovi´c | D. Dobrini´c,2020,Remote Sensing,12,12,1952,,,,,,,verified,1.0,Comparative Assessment of Machine Learning Methods for Urban Vegetation Mapping Using Multitemporal Sentinel-1 Imagery,Mateo Gašparović | Dino Dobrinić,Remote Sensing,10.3390/rs12121952,https://doi.org/10.3390/rs12121952,crossref_title_static,Verified via static CrossRef title search (score: 1.00),111.55,0,0,0,0.0,0.0,0.0
"[47] Bai, Y., Sun, G., Li, Y., Ma, P., Li, G., Zhang, Y.: Comprehensively analyzing
optical and polarimetric SAR features for land-use/land-cover classification and
urban vegetation extraction in highly-dense urban area. International Journal
of Applied Earth Observation and Geoinformation 103, 102496 (2021) https:
40
//doi.org/10.1016/j.jag.2021.102496",journal_article,Comprehensively analyzing optical and polarimetric SAR features for land-use/land-cover classification and urban vegetation extraction in highly-dense urban area,Y. Bai | G. Sun | Y. Li | P. Ma | G. Li | Y. Zhang,2021,International Journal of Applied Earth Observation and Geoinformation,103,,102496,,,,,,,verified,1.0,Comprehensively analyzing optical and polarimetric SAR features for land-use/land-cover classification and urban vegetation extraction in highly-dense urban area,Yunkun Bai | Guangmin Sun | Yu Li | Peifeng Ma | Gang Li | Yuanzhi Zhang,International Journal of Applied Earth Observation and Geoinformation,10.1016/j.jag.2021.102496,https://doi.org/10.1016/j.jag.2021.102496,crossref_title_static,Verified via static CrossRef title search (score: 1.00),111.83,0,0,0,0.0,0.0,0.0
"[48] Schuler, D.L., Lee, J.-S., Kasilingam, D., Nesti, G.: Surface roughness and
slope measurements using polarimetric SAR data. IEEE Transactions on Geo￾science and Remote Sensing 40(3), 687-698 (2002) https://doi.org/10.1109/
TGRS.2002.1000328",journal_article,Surface roughness and slope measurements using polarimetric SAR data,D.L. Schuler | J.-S. Lee | D. Kasilingam | G. Nesti,2002,IEEE Transactions on Geoscience and Remote Sensing,40,3,687-698,,,,,,,verified,1.0,Surface roughness and slope measurements using polarimetric SAR data,D.L. Schuler | Jong-Sen Lee | D. Kasilingam | G. Nesti,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2002.1000328,https://doi.org/10.1109/tgrs.2002.1000328,crossref_title_static,Verified via static CrossRef title search (score: 1.00),121.43,0,0,0,0.0,0.0,0.0
"[49] Schmit, T.J., Griffith, P., Gunshor, M.M., Daniels, J.M., Goodman, S.J., Lebair,
W.J.: A closer look at the ABI on the GOES-R series. Bulletin of the Amer￾ican Meteorological Society 98(4), 681-698 (2017) https://doi.org/10.1175/
BAMS-D-15-00230.1",journal_article,A closer look at the ABI on the GOES-R series,T.J. Schmit | P. Griffith | M.M. Gunshor | J.M. Daniels | S.J. Goodman | W.J. Lebair,2017,Bulletin of the American Meteorological Society,98,4,681-698,,,,,,,verified,1.0,A Closer Look at the ABI on the GOES-R Series,Timothy J. Schmit | Paul Griffith | Mathew M. Gunshor | Jaime M. Daniels | Steven J. Goodman | William J. Lebair,Bulletin of the American Meteorological Society,10.1175/bams-d-15-00230.1,https://doi.org/10.1175/bams-d-15-00230.1,crossref_title_static,Verified via static CrossRef title search (score: 1.00),112.44,0,0,0,0.0,0.0,0.0
"[50] Valenti, J.: GOES-R SERIES PRODUCT DEFINITION AND USERS’ GUIDE.
Technical report, United States Department of Commerce and National Oceanic
and Atmospheric Administration and NOAA Satellite and Information Service
National Aeronautics and Space Administration (2019)",book,GOES-R SERIES PRODUCT DEFINITION AND USERS’ GUIDE,J. Valenti,2019,,,,,,,,United States Department of Commerce and National Oceanic and Atmospheric Administration and NOAA Satellite and Information Service National Aeronautics and Space Administration,,,verified,0.95,GOES R SERIES PRODUCT DEFINITION AND USERS’ GUIDE (PUG),Jim Valenti,VOLUME 1: MAIN (GOES-R Series PUG),,https://www-live.goesr.woc.noaa.gov/users/docs/PUG-main-vol1.pdf,web_search,"The PDF is dated December 17, 2019 and includes “Jim Valenti” on the signature/approval page, matching the cited author and year.",266.79,39122,1577,2,0.009796,0.02,0.029796
"[51] Smirnov, B.: Infrared Radiation in the Energetics of the Atmosphere. High tem￾perature 57(4), 573-595 (2019) https://doi.org/10.1134/S0018151X19040199",journal_article,Infrared Radiation in the Energetics of the Atmosphere,B. Smirnov,2019,High temperature,57,4,573-595,,,,,,,verified,1.0,Infrared Radiation in the Energetics of the Atmosphere,B. M. Smirnov,High Temperature,10.1134/s0018151x19040199,https://doi.org/10.1134/s0018151x19040199,crossref_title_static,Verified via static CrossRef title search (score: 1.00),122.52,0,0,0,0.0,0.0,0.0
"[52] Harries, J., Carli, B., Rizzi, R., Serio, C., Mlynczak, M., Palchetti, L., Maestri,
T., Brindley, H., Masiello, G.: The far-infrared Earth. Reviews of Geophysics
46(4) (2008) https://doi.org/10.1029/2007RG000233",journal_article,The far-infrared Earth,J. Harries | B. Carli | R. Rizzi | C. Serio | M. Mlynczak | L. Palchetti | T. Maestri | H. Brindley | G. Masiello,2008,Reviews of Geophysics,46,4,,,,,,,,verified,1.0,The Far‐infrared Earth,J. Harries | B. Carli | R. Rizzi | C. Serio | M. Mlynczak | L. Palchetti | T. Maestri | H. Brindley | G. Masiello,Reviews of Geophysics,10.1029/2007rg000233,https://doi.org/10.1029/2007rg000233,crossref_title_static,Verified via static CrossRef title search (score: 1.00),116.19,0,0,0,0.0,0.0,0.0
"[53] Palchetti, L., Brindley, H., Bantges, R., Buehler, S., Camy-Peyret, C., Carli,
B., Cortesi, U., Del Bianco, S., Di Natale, G., Dinelli, B., et al.: unique far￾infrared satellite observations to better understand how Earth radiates energy
to space. Bulletin of the American meteorological society 101(12), 2030-2046
(2020) https://doi.org/10.1175/BAMS-D-19-0322.1",journal_article,"unique far￾infrared satellite observations to better understand how Earth radiates energy
to space","Palchetti, L. | Brindley, H. | Bantges, R. | Buehler, S. | Camy-Peyret, C. | Carli, B. | Cortesi, U. | Del Bianco, S. | Di Natale, G. | Dinelli, B.",2020,Bulletin of the American meteorological society,101,12,2030-2046,,,,,,,verified,0.972,FORUM: Unique Far-Infrared Satellite Observations to Better Understand How Earth Radiates Energy to Space,L. Palchetti | H. Brindley | R. Bantges | S. A. Buehler | C. Camy-Peyret | B. Carli | U. Cortesi | S. Del Bianco | G. Di Natale | B. M. Dinelli | D. Feldman | X. L. Huang | L. C.-Labonnote | Q. Libois | T. Maestri | M. G. Mlynczak | J. E. Murray | H. Oetjen | M. Ridolfi | M. Riese | J. Russell | R. Saunders | C. Serio,Bulletin of the American Meteorological Society,10.1175/bams-d-19-0322.1,https://doi.org/10.1175/bams-d-19-0322.1,crossref_title_static,Verified via static CrossRef title search (score: 0.97),123.67,0,0,0,0.0,0.0,0.0
"[54] Petty, G.W.: A First Course in Atmospheric Radiation, 2nd edn. Sundog
Publishing, Madison, WI (2006). Chap. 12",book,A First Course in Atmospheric Radiation,"Petty, G.W.",2006,,,,Chap. 12,,9780972903318,,Sundog Publishing,,,verified,0.9,A First Course in Atmospheric Radiation,Grant W. Petty,"Sundog Publishing, Madison, Wisconsin",,,web_search,"The publisher page for the 2nd edition confirms the book title, author (Grant W. Petty), publisher (Sundog Publishing, Madison, Wisconsin), and publication date (March 2006). ([sundogpublishing.com](https://sundogpublishing.com/products/a-first-course-in-atmospheric-radiation-g-w-petty))

The source text copy shows that the book contains “CHAPTER 12” with the contents header “Scattering and Absorption By Particles” and a “Contents” section listing “12.x” subsections (e.g., 12.1 Atmospheric Particles, 12.2 Scattering by Small Particles, etc.). ([studylib.net](https://studylib.net/doc/27922050/a-first-course-in-atmospheric-radiation--petty--grant-wil...))",143.23,44575,1772,3,0.01113,0.03,0.04113
"[55] Holmes, T., Crow, W., Hain, C., Anderson, M., Kustas, W.: Diurnal tempera￾ture cycle as observed by thermal infrared and microwave radiometers. Remote
Sensing of Environment 158, 110-125 (2015) https://doi.org/10.1016/j.rse.2014.
10.031",journal_article,Diurnal tempera￾ture cycle as observed by thermal infrared and microwave radiometers,"Holmes, T. | Crow, W. | Hain, C. | Anderson, M. | Kustas, W.",2015,Remote Sensing of Environment,158,,110-125,,,,,,,verified,1.0,Diurnal temperature cycle as observed by thermal infrared and microwave radiometers,T.R.H. Holmes | W.T. Crow | C. Hain | M.C. Anderson | W.P. Kustas,Remote Sensing of Environment,10.1016/j.rse.2014.10.031,https://doi.org/10.1016/j.rse.2014.10.031,crossref_title_static,Verified via static CrossRef title search (score: 1.00),120.43,0,0,0,0.0,0.0,0.0
"[56] Schmetz, J., Pili, P., Tjemkes, S., Just, D., Kerkmann, J., Rota, S., Ratier, A.:
An introduction to Meteosat second generation (MSG). Bulletin of the Amer￾ican Meteorological Society 83(7), 977-992 (2002) https://doi.org/10.1175/
1520-0477(2002)083⟨0977:AITMSG⟩2.3.CO;2",journal_article,An introduction to Meteosat second generation (MSG),"Schmetz, J. | Pili, P. | Tjemkes, S. | Just, D. | Kerkmann, J. | Rota, S. | Ratier, A.",2002,Bulletin of the American Meteorological Society,83,7,977-992,,,,,,,verified,0.925,Supplement to An Introduction to Meteosat Second Generation (MSG),Johannes Schmetz | Paolo Pili | Stephen Tjemkes | Dieter Just | Jochen Kerkmann | Sergio Rota | Alain Ratier,Bulletin of the American Meteorological Society,10.1175/1520-0477(2002)083<0992:staitm>2.3.co;2,https://doi.org/10.1175/1520-0477(2002)083<0992:staitm>2.3.co;2,crossref_title_static,Verified via static CrossRef title search (score: 0.93),117.2,0,0,0,0.0,0.0,0.0
"[57] Holmes, T.R., Hain, C.R., Crow, W.T., Anderson, M.C., Kustas, W.P.:
Microwave implementation of two-source energy balance approach for estimat￾ing evapotranspiration. Hydrology and earth system sciences 22(2), 1351-1369
(2018) https://doi.org/10.5194/hess-22-1351-2018",journal_article,Microwave implementation of two-source energy balance approach for estimat￾ing evapotranspiration,"Holmes, T.R. | Hain, C.R. | Crow, W.T. | Anderson, M.C. | Kustas, W.P.",2018,Hydrology and earth system sciences,22,2,1351-1369,,,,,,,verified,1.0,Microwave implementation of two-source energy balance approach for estimating evapotranspiration,Thomas R. H. Holmes | Christopher R. Hain | Wade T. Crow | Martha C. Anderson | William P. Kustas,Hydrology and Earth System Sciences,10.5194/hess-22-1351-2018,https://doi.org/10.5194/hess-22-1351-2018,crossref_title_static,Verified via static CrossRef title search (score: 1.00),116.96,0,0,0,0.0,0.0,0.0
"[58] Peel, M.C., Finlayson, B.L., McMahon, T.A.: Updated world map of the
K¨oppen-Geiger climate classification. Hydrology and earth system sciences
11(5), 1633-1644 (2007) https://doi.org/10.5194/hess-11-1633-2007",journal_article,Updated world map of the K¨oppen-Geiger climate classification,"Peel, M.C. | Finlayson, B.L. | McMahon, T.A.",2007,Hydrology and earth system sciences,11,5,1633-1644,,,,,,,verified,0.99,Updated world map of the Köppen-Geiger climate classification,M. C. Peel | B. L. Finlayson | T. A. McMahon,Hydrology and Earth System Sciences,10.5194/hess-11-1633-2007,https://doi.org/10.5194/hess-11-1633-2007,crossref_title_static,Verified via static CrossRef title search (score: 0.99),116.89,0,0,0,0.0,0.0,0.0
